epoch,acc,loss,lr,val_acc,val_loss
0,0.56522346,1.171240219909107,1e-25,0.5243800282478333,2.160642623901367
1,0.5710056,1.1584807808004147,1e-25,0.5241014361381531,2.067422389984131
2,0.5623324,1.1640675787085455,1e-25,0.5249373316764832,2.0846829414367676
3,0.5658156,1.1642874194485395,1e-25,0.5218724012374878,2.0855157375335693
4,0.5646313,1.1635021299166326,1e-25,0.522986888885498,2.067422389984131
5,0.5667909,1.160325354688772,1e-25,0.5241014361381531,2.16147518157959
6,0.568219,1.1606018915458418,1e-25,0.5249373316764832,1.962876558303833
7,0.5655021,1.1669561645529472,1e-25,0.5277236104011536,2.188396453857422
8,0.56511897,1.1632731449450813,1e-25,0.5271663665771484,2.160642623901367
9,0.5665471,1.162846049863329,1e-25,0.5215937495231628,2.014476776123047
10,0.56163573,1.1666113153604003,1e-25,0.5196433663368225,2.160642623901367
11,0.56111324,1.167734630803229,1e-25,0.5246586799621582,2.1362833976745605
12,0.5664774,1.1581274917695485,1e-25,0.5282808542251587,2.0061614513397217
13,0.5666516,1.1653693450681053,1e-25,0.523544192314148,2.013643980026245
14,0.56738305,1.161778090461809,1e-25,0.5268877148628235,2.0855157375335693
15,0.5645965,1.1658941221721344,1e-25,0.5213151574134827,2.1173577308654785
16,0.56100875,1.1649803142404103,1e-25,0.5271663665771484,2.135450839996338
17,0.56264585,1.165689853346457,1e-26,0.522150993347168,1.988900899887085
18,0.56682575,1.1589918555857608,1e-26,0.5243800282478333,1.9351224899291992
19,0.56529313,1.1629507902909348,1e-26,0.5288380980491638,2.013643980026245
20,0.56313354,1.1672776914979104,1e-26,0.5266090631484985,2.0577616691589355
21,0.5629942,1.1650702827149264,1e-26,0.5215937495231628,2.014476776123047
22,0.56842804,1.1618237522993846,1e-26,0.5238227844238281,2.0846829414367676
23,0.56421334,1.1643218452427437,1e-26,0.5243800282478333,2.0577616691589355
24,0.56888086,1.161334016562347,1e-26,0.5263304710388184,2.0061614513397217
25,0.56842804,1.1622446683005498,1e-26,0.5252159237861633,1.9637091159820557
26,0.5612526,1.1667220732058647,1e-26,0.5268877148628235,2.067422389984131
27,0.56693023,1.1663349037957857,1e-26,0.5268877148628235,2.014476776123047
28,0.56372565,1.1660399027779922,1e-26,0.5215937495231628,2.0069940090179443
29,0.563238,1.1668441423224931,1e-27,0.5215937495231628,2.039668560028076
30,0.56525826,1.1674425295932385,1e-27,0.5204792618751526,2.0855157375335693
31,0.56369084,1.1664824315865396,1e-27,0.5210365056991577,2.160642623901367
32,0.56585044,1.1612981370742004,1e-27,0.5249373316764832,2.2399966716766357
33,0.5641088,1.1655509989149264,1e-27,0.5266090631484985,2.16147518157959
34,0.5660594,1.16163516826916,1e-27,0.5260518193244934,2.013643980026245
35,0.56950784,1.159894407939469,1e-27,0.5263304710388184,2.0061614513397217
36,0.56313354,1.16422418031354,1e-27,0.5291167497634888,2.0388360023498535
37,0.5660246,1.1606581283921986,1e-27,0.5243800282478333,2.039668560028076
38,0.563029,1.1672767529422334,1e-27,0.5296739935874939,2.188396453857422
39,0.5624717,1.1649306321360855,1e-28,0.5238227844238281,2.067422389984131
40,0.56898534,1.161165931136046,1e-28,0.5188074707984924,2.1107075214385986
41,0.5651538,1.162893594853901,1e-28,0.5268877148628235,2.1107075214385986
42,0.56619877,1.1622754969422964,1e-28,0.5246586799621582,2.039668560028076
43,0.563029,1.1657495192921046,1e-28,0.522986888885498,1.988900899887085
44,0.56282,1.162399755288592,1e-28,0.5257731676101685,1.9351224899291992
45,0.5656066,1.162628704986086,1e-28,0.5249373316764832,2.056929111480713
46,0.56585044,1.169525256110083,1e-28,0.5243800282478333,2.039668560028076
47,0.5628897,1.1628618382739897,1e-28,0.5246586799621582,1.9880682229995728
48,0.56167054,1.1625547980563784,1e-28,0.5285595059394836,2.039668560028076
49,0.56585044,1.160172844909734,1e-29,0.5227082967758179,2.056929111480713
