epoch,acc,loss,lr,val_acc,val_loss
0,0.8641541,0.3951010736574046,9.999999e-35,0.6628587245941162,1.4361014366149902
1,0.8647811,0.3920564866870701,9.999999e-35,0.6706603765487671,1.0698215961456299
2,0.8635271,0.3952165426345591,9.999999e-35,0.6664808988571167,1.0586518049240112
3,0.86495525,0.39159805089803135,9.999999e-35,0.6650877594947815,1.4354218244552612
4,0.86429346,0.391089762120649,9.999999e-35,0.6684313416481018,1.058057427406311
5,0.8609844,0.39454795718255337,9.999999e-35,0.6642518639564514,1.0507171154022217
6,0.862099,0.3961969390114446,9.999999e-35,0.6678740382194519,1.4316775798797607
7,0.8655822,0.39326534501403976,9.999999e-35,0.6650877594947815,1.4323570728302002
8,0.86345744,0.3949972936521732,9.999999e-35,0.6675954461097717,1.4354218244552612
9,0.86063606,0.3987629920812048,9.999999e-35,0.668709933757782,1.4361014366149902
10,0.8608102,0.3985308013232783,9.999999e-35,0.6656450033187866,1.4243372678756714
11,0.8619248,0.3991511401133277,9.999999e-35,0.6706603765487671,1.05873703956604
12,0.8657564,0.390271067003481,9.999999e-35,0.6639732718467712,1.0506319999694824
13,0.8626563,0.39480763564056987,9.999999e-35,0.6701030731201172,1.4316775798797607
14,0.8626563,0.3962711239646705,9.999999e-35,0.6662023067474365,1.0586518049240112
15,0.85980004,0.3985361209558159,9.999999e-35,0.6662023067474365,1.069056749343872
16,0.8650249,0.39380814275112,9.9999995e-36,0.6675954461097717,1.0513967275619507
17,0.8620642,0.39337573486014904,9.9999995e-36,0.6639732718467712,1.432442307472229
18,0.86293495,0.39817988688216455,9.9999995e-36,0.6709389686584473,1.4361865520477295
19,0.8627608,0.3932652967244988,9.9999995e-36,0.669824481010437,1.0579721927642822
20,0.8628653,0.39524577336358013,9.9999995e-36,0.6703817248344421,1.0506319999694824
21,0.8628653,0.39723251332990545,9.9999995e-36,0.6681526899337769,1.0618016719818115
22,0.8646766,0.39172785748556044,9.9999995e-36,0.6720535159111023,1.0586518049240112
23,0.86279565,0.3960266424976026,9.9999995e-36,0.6620228290557861,1.069736361503601
24,0.86283046,0.3971799541559458,9.9999995e-36,0.6667595505714417,1.0579721927642822
25,0.86279565,0.39689676765322773,9.9999995e-36,0.6667595505714417,1.44344162940979
26,0.8613675,0.39655832313537065,9.9999995e-37,0.669824481010437,1.432442307472229
27,0.8651991,0.3887206638339769,9.9999995e-37,0.6695458292961121,1.0586518049240112
28,0.8626563,0.3991669068005463,9.9999995e-37,0.6636946201324463,1.4427621364593506
29,0.8646069,0.39187480421874576,9.9999995e-37,0.6689885854721069,1.4323570728302002
30,0.86645305,0.39166861555564925,9.9999995e-37,0.6684313416481018,1.4428472518920898
31,0.8630046,0.3942167430990496,9.9999995e-37,0.6675954461097717,1.4354218244552612
32,0.86223835,0.3959676896375799,9.9999995e-37,0.6692671775817871,1.0617165565490723
33,0.8600787,0.4018171828361742,9.9999995e-37,0.6670381426811218,1.0579721927642822
34,0.8594517,0.40169643514926767,9.9999995e-37,0.6659236550331116,1.432442307472229
35,0.86227316,0.3945040907986531,9.9999995e-37,0.6678740382194519,1.4317626953125
36,0.86021805,0.3988803125726645,1e-37,0.6664808988571167,1.0624812841415405
37,0.8609495,0.3979662769935095,1e-37,0.6648091673851013,1.4361865520477295
38,0.8615068,0.3956825471110402,1e-37,0.6706603765487671,1.0513967275619507
39,0.8626215,0.3964945607609068,1e-37,0.6675954461097717,1.0513116121292114
40,0.8631091,0.3946892195615928,1e-37,0.6648091673851013,1.0698215961456299
41,0.8655474,0.3938126621577196,1e-37,0.6673167943954468,1.0624812841415405
42,0.86175066,0.3979887088156115,1e-37,0.6670381426811218,1.0513116121292114
43,0.86429346,0.39510600099373755,1e-37,0.6656450033187866,1.069736361503601
44,0.86492044,0.3966981423383239,1e-37,0.6673167943954468,1.058057427406311
45,0.8641541,0.39935948272359967,1e-37,0.6664808988571167,1.0623961687088013
46,0.86126304,0.3992273347343479,1e-38,0.6628587245941162,1.0506319999694824
47,0.8615417,0.3965259764489221,1e-38,0.6662023067474365,1.4323570728302002
48,0.8621338,0.39394467627579877,1e-38,0.6670381426811218,1.4354218244552612
49,0.8620293,0.3988423626073837,1e-38,0.6631373763084412,1.0618016719818115
