epoch,acc,loss,lr,val_acc,val_loss
0,0.8113832,0.530223557063706,1e-30,0.661744236946106,0.9260830879211426
1,0.8138911,0.5309679159351084,1e-30,0.6508776545524597,0.9071979522705078
2,0.8127068,0.5286716015208763,1e-30,0.6492059230804443,1.1651099920272827
3,0.81472707,0.5272797612003831,1e-30,0.6500418186187744,1.1495082378387451
4,0.81521475,0.5239357383679545,1e-30,0.6508776545524597,0.9104812741279602
5,0.8134731,0.5277295958481345,1e-30,0.6494845151901245,0.9186437726020813
6,0.8134383,0.5294638925358737,1e-30,0.6494845151901245,0.9188192486763
7,0.8123933,0.5289315225287824,1e-30,0.6478127837181091,0.9032174348831177
8,0.8150406,0.5271054625660654,1e-30,0.6483700275421143,1.1531425714492798
9,0.819325,0.5212681865491996,1e-30,0.646140992641449,1.1685688495635986
10,0.8124282,0.5235916513805209,1e-30,0.6497631669044495,1.164934515953064
11,0.81465745,0.5200646169069207,1e-30,0.65338534116745,0.9068517684936523
12,0.81632936,0.518015322759693,1e-30,0.6503204107284546,0.9071979522705078
13,0.81584173,0.5236151573801993,1e-30,0.653106689453125,1.168915033340454
14,0.8135428,0.5270502992240882,1e-30,0.6558930277824402,0.9260830879211426
15,0.817444,0.5223776209372671,1e-30,0.6525494456291199,0.9066762924194336
16,0.8155282,0.5232808305791248,1e-30,0.6494845151901245,1.1534887552261353
17,0.817235,0.5222248842613322,1e-30,0.6570075154304504,0.9221025705337524
18,0.8153889,0.5258543506810199,1e-31,0.6480913758277893,1.17237389087677
19,0.81416976,0.5247613494268069,1e-31,0.6480913758277893,1.1567720174789429
20,0.8145878,0.528100874652442,1e-31,0.6519922018051147,1.164934515953064
21,0.817444,0.5223577839814407,1e-31,0.6492059230804443,0.910656750202179
22,0.81329894,0.5236407068357136,1e-31,0.645862340927124,1.1534887552261353
23,0.817026,0.5209960956143969,1e-31,0.6547784805297852,0.9188192486763
24,0.81437874,0.5234877217953272,1e-31,0.6466982364654541,1.1496837139129639
25,0.81726986,0.5239568513228422,1e-31,0.6489272713661194,1.1534887552261353
26,0.81375176,0.5258335677596808,1e-31,0.6553357243537903,0.9259076118469238
27,0.81793165,0.5171918538669429,1e-31,0.6528280973434448,1.1651099920272827
28,0.8171654,0.5231813763998291,9.9999995e-33,0.6508776545524597,1.164934515953064
29,0.81619006,0.519919154971756,9.9999995e-33,0.6497631669044495,1.1685688495635986
30,0.8165384,0.5223384329179698,9.9999995e-33,0.6480913758277893,0.9032174348831177
31,0.81643385,0.5238061853119346,9.9999995e-33,0.6584006547927856,0.910656750202179
32,0.8155979,0.5255676603640312,9.9999995e-33,0.6503204107284546,1.1685688495635986
33,0.81733954,0.523811985844168,9.9999995e-33,0.654499888420105,0.9222780466079712
34,0.81476194,0.5249093396855753,9.9999995e-33,0.6539425849914551,0.9104812741279602
35,0.8145529,0.5265984920968896,9.9999995e-33,0.6480913758277893,0.9066762924194336
36,0.8159114,0.5190888138195909,9.9999995e-33,0.6514349579811096,1.1685688495635986
37,0.8143439,0.5262140425014173,9.9999995e-33,0.65338534116745,1.1533132791519165
38,0.8170608,0.5229679197617977,9.999999e-34,0.6514349579811096,0.9188192486763
39,0.81629455,0.5283030446343314,9.999999e-34,0.6497631669044495,1.168915033340454
40,0.8135428,0.5257524757733385,9.999999e-34,0.65422123670578,1.164934515953064
41,0.81685185,0.5264886240670331,9.999999e-34,0.6503204107284546,1.168915033340454
42,0.8117663,0.5307367981993719,9.999999e-34,0.6508776545524597,0.9221025705337524
43,0.8160856,0.5247055581432843,9.999999e-34,0.6505990624427795,0.9066762924194336
44,0.8167822,0.5249695623104523,9.999999e-34,0.6497631669044495,0.9221025705337524
45,0.8150057,0.5202130250957943,9.999999e-34,0.6578434109687805,1.164934515953064
46,0.81469226,0.5257044245922569,9.999999e-34,0.6494845151901245,0.9068517684936523
47,0.8162249,0.5238194120744539,9.999999e-34,0.65422123670578,0.9226242303848267
48,0.81308997,0.5256747695193353,9.999999e-35,0.654499888420105,1.1569474935531616
49,0.8165732,0.521607105263332,9.999999e-35,0.6480913758277893,0.9068517684936523
